發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
107,02,21,19,30,2,01大同區,大同區台北橋往三重機車道,0,1,2,C03,1,27,2,8,50,14,11
107,02,21,19,30,2,01大同區,大同區台北橋往三重機車道,0,1,3,C03,1,41,3,8,50,14,11
107,02,27,21,21,2,01大同區,大同區酒泉街9巷(圓山捷運站旁),0,1,1,A04,1,53,3,8,50,14,19
107,02,27,21,21,2,01大同區,大同區酒泉街9巷(圓山捷運站旁),0,1,2,H01,2,55,2,8,50,14,19
107,03,12,03,40,2,01大同區,大同區市民大道1段Y1 迴轉道,0,1,1,B01,1,60,4,8,40,14,09
107,03,12,03,40,2,01大同區,大同區市民大道1段Y1 迴轉道,0,1,2,C03,1,34,2,8,40,14,09
107,04,11,12,00,2,01大同區,大同區承德路3段與民權西路口,0,1,1,A04,1,41,3,8,50,4,01
107,04,11,12,00,2,01大同區,大同區承德路3段與民權西路口,0,1,2,H01,2,65,2,8,50,4,01
107,02,26,15,18,2,01大同區,大同區承德路3段與民族西路口,0,1,1,B03,1,57,3,8,50,4,01
107,02,26,15,18,2,01大同區,大同區承德路3段與民族西路口,0,1,2,C03,1,29,2,8,50,4,01
107,02,27,07,20,2,01大同區,大同區重慶北路3段1號,0,1,1,C03,2,38,2,8,50,14,09
107,02,27,07,20,2,01大同區,大同區重慶北路3段1號,0,1,2,B03,1,42,3,8,50,14,09
107,02,27,07,20,2,01大同區,大同區重慶北路3段1號,0,1,3,B03,1,38,3,8,50,14,09
107,02,27,07,20,2,01大同區,大同區重慶北路3段1號,0,1,4,H02,1,10,3,8,50,14,09
107,03,01,08,17,2,01大同區,大同區塔城街7號與塔城街24巷口,0,1,1,C03,1,20,2,8,50,3,01
107,03,01,08,17,2,01大同區,大同區塔城街7號與塔城街24巷口,0,1,2,B03,1,53,3,8,50,3,01
107,03,04,20,05,2,01大同區,大同區承德路3段145號,0,2,1,C04,2,39,2,8,50,14,09
107,03,04,20,05,2,01大同區,大同區承德路3段145號,0,2,2,B03,1,28,3,8,50,14,09
107,03,04,20,05,2,01大同區,大同區承德路3段145號,0,2,3,H02,2,4,2,8,50,14,09
107,03,18,08,44,2,01大同區,大同區大稻埕堤外便道自行車道,0,2,1,F01,4,0,4,8,0,15,22
107,03,18,08,44,2,01大同區,大同區大稻埕堤外便道自行車道,0,2,2,F01,1,40,2,8,0,15,22
107,03,18,08,44,2,01大同區,大同區大稻埕堤外便道自行車道,0,2,3,H01,2,68,2,8,0,15,22
107,03,19,07,46,2,01大同區,大同區環河北路1段與鄭州路口,0,2,1,C04,2,48,2,8,50,4,02
107,03,19,07,46,2,01大同區,大同區環河北路1段與鄭州路口,0,2,2,F01,1,53,2,8,50,4,02
107,03,19,09,51,2,01大同區,大同區延平北路4段253號與延平北路4段282巷口,0,1,1,C03,1,58,3,8,50,4,01
107,03,19,09,51,2,01大同區,大同區延平北路4段253號與延平北路4段282巷口,0,1,2,C03,2,48,2,8,50,4,01
107,03,19,13,03,2,01大同區,大同區敦煌路80巷與哈密街23巷口,0,1,1,C03,2,68,2,8,30,4,01
107,03,19,13,03,2,01大同區,大同區敦煌路80巷與哈密街23巷口,0,1,2,B01,1,70,3,8,30,4,01
107,03,20,09,35,2,01大同區,大同區承德路3段與承德路3段254巷口,0,1,1,C03,2,59,2,6,50,4,01
107,03,20,09,35,2,01大同區,大同區承德路3段與承德路3段254巷口,0,1,2,B01,1,51,3,6,50,4,01
107,03,23,19,50,2,01大同區,大同區承德橋機車道往北第001號燈桿,0,2,1,C03,1,25,2,8,40,8,11
107,03,23,19,50,2,01大同區,大同區承德橋機車道往北第001號燈桿,0,2,2,F01,1,57,2,8,40,8,11
107,03,23,19,50,2,01大同區,大同區承德橋機車道往北第001號燈桿,0,2,3,C03,1,52,3,8,40,8,11
107,03,24,22,40,2,01大同區,大同區鄭州路與西寧北路口,0,1,1,C03,1,21,2,8,40,4,01
107,03,24,22,40,2,01大同區,大同區鄭州路與西寧北路口,0,1,2,B03,1,30,3,8,40,4,01
107,03,25,00,10,2,01大同區,大同區鄭州路與西寧北路口,0,3,1,C03,1,22,2,8,40,4,01
107,03,25,00,10,2,01大同區,大同區鄭州路與西寧北路口,0,3,2,C03,1,43,2,8,40,4,01
107,03,25,00,10,2,01大同區,大同區鄭州路與西寧北路口,0,3,3,H02,2,22,2,8,40,4,01
107,03,19,13,55,2,01大同區,大同區承德路1段與華陰街口,0,4,1,C03,1,26,2,8,50,4,01
107,03,19,13,55,2,01大同區,大同區承德路1段與華陰街口,0,4,2,C03,1,24,2,8,50,4,01
107,03,19,13,55,2,01大同區,大同區承德路1段與華陰街口,0,4,3,C03,1,24,2,8,50,4,01
107,03,19,13,55,2,01大同區,大同區承德路1段與華陰街口,0,4,4,H02,1,20,2,8,50,4,01
107,03,23,22,10,2,01大同區,大同區華陰街與長安西路220巷口口,0,2,1,C03,1,26,2,8,50,4,01
107,03,23,22,10,2,01大同區,大同區華陰街與長安西路220巷口口,0,2,2,C03,1,30,2,8,50,4,01
107,03,29,15,15,2,01大同區,大同區迪化街2段348號與延平北路4段153巷口口,0,2,1,F01,1,83,2,8,50,3,02
107,03,29,15,15,2,01大同區,大同區迪化街2段348號與延平北路4段153巷口口,0,2,2,H01,1,83,2,8,50,3,02
107,03,31,12,27,2,01大同區,大同區民生西路與環河北路1段口,0,1,1,B01,1,58,3,8,50,4,02
107,03,31,12,27,2,01大同區,大同區民生西路與環河北路1段口,0,1,2,C03,1,23,2,8,50,4,02
107,04,04,20,42,2,01大同區,大同區重慶北路1段與長安西路口,0,3,1,C03,1,30,2,8,50,4,01
107,04,04,20,42,2,01大同區,大同區重慶北路1段與長安西路口,0,3,2,C03,2,47,2,8,50,4,01
107,04,04,20,42,2,01大同區,大同區重慶北路1段與長安西路口,0,3,3,H02,2,32,2,8,50,4,01
107,03,23,16,17,2,01大同區,大同區民權西路266號,0,2,1,C03,1,49,2,8,50,14,09
107,03,23,16,17,2,01大同區,大同區民權西路266號,0,2,2,C03,2,22,2,8,50,14,09
107,02,14,19,50,2,01大同區,大同區太原路與民生西路口,0,2,1,C03,1,25,2,7,50,3,01
107,02,14,19,50,2,01大同區,大同區太原路與民生西路口,0,2,2,C03,1,21,2,7,50,3,01
107,02,14,21,50,2,01大同區,大同區甘州街與保安街口,0,1,1,B03,1,53,3,7,50,4,02
107,02,14,21,50,2,01大同區,大同區甘州街與保安街口,0,1,2,C03,1,20,2,7,50,4,02
107,02,15,01,02,2,01大同區,大同區延平北路2段216號,0,1,1,B01,1,63,3,7,50,14,09
107,02,15,01,02,2,01大同區,大同區延平北路2段216號,0,1,2,C03,2,24,2,7,50,14,09
107,03,01,17,40,2,01大同區,大同區承德路3段與庫倫街口,0,1,1,B01,1,65,4,8,40,4,01
107,03,01,17,40,2,01大同區,大同區承德路3段與庫倫街口,0,1,2,A04,1,37,3,8,40,4,01
107,03,01,17,40,2,01大同區,大同區承德路3段與庫倫街口,0,1,3,H02,1,88,2,8,40,4,01
107,03,19,07,40,2,01大同區,大同區重慶北路1段與南京西路口,0,2,1,B01,1,69,3,8,50,14,09
107,03,19,07,40,2,01大同區,大同區重慶北路1段與南京西路口,0,2,2,A02,1,36,2,8,50,14,09
107,03,19,07,40,2,01大同區,大同區重慶北路1段與南京西路口,0,2,3,H02,1,36,2,8,50,14,09
107,02,13,21,34,2,01大同區,大同區環河北路1段(玉泉公園旁),0,2,1,C03,2,35,2,8,50,14,09
107,02,13,21,34,2,01大同區,大同區環河北路1段(玉泉公園旁),0,2,2,C03,1,23,2,8,50,14,09
107,02,21,19,30,2,01大同區,大同區台北橋往三重機車道,0,1,1,C03,1,18,3,8,50,14,11
107,03,19,12,05,2,01大同區,大同區承德路2段與民生西路口,0,3,1,C03,1,72,2,8,50,4,02
107,03,19,12,05,2,01大同區,大同區承德路2段與民生西路口,0,3,2,C03,1,39,2,8,50,4,02
107,03,19,12,05,2,01大同區,大同區承德路2段與民生西路口,0,3,3,B01,1,63,3,8,50,4,02
107,03,19,12,05,2,01大同區,大同區承德路2段與民生西路口,0,3,4,H02,2,70,2,8,50,4,02
107,03,20,09,08,2,01大同區,大同區民權西路與民權西路144巷口,0,1,1,C03,1,34,2,6,50,4,02
107,03,20,09,08,2,01大同區,大同區民權西路與民權西路144巷口,0,1,2,B12,1,48,3,6,50,4,02
107,03,27,07,25,2,01大同區,大同區承德路3段與承德路3段122巷口,0,1,1,B01,1,61,3,8,50,4,01
107,03,27,07,25,2,01大同區,大同區承德路3段與承德路3段122巷口,0,1,2,C03,1,18,2,8,50,4,01
107,04,01,00,12,2,01大同區,大同區重慶北路3段與民族西路口,0,1,1,C03,1,18,2,8,50,4,01
107,04,01,00,12,2,01大同區,大同區重慶北路3段與民族西路口,0,1,2,A41,1,39,3,8,50,4,01
107,04,21,09,49,2,01大同區,大同區承德路3段58號,0,1,1,B01,1,51,3,8,50,14,09
107,04,21,09,49,2,01大同區,大同區承德路3段58號,0,1,2,C03,1,39,2,8,50,14,09
107,04,22,14,35,2,01大同區,大同區承德路3段與酒泉街口,0,1,1,B03,1,45,3,8,50,4,02
107,04,22,14,35,2,01大同區,大同區承德路3段與酒泉街口,0,1,2,C03,1,18,2,8,50,4,02
107,03,14,07,40,2,01大同區,大同區長安西路與塔城街口,0,1,1,B03,1,53,3,8,50,4,02
107,03,14,07,40,2,01大同區,大同區長安西路與塔城街口,0,1,2,C03,1,52,2,8,50,4,02
107,03,14,14,47,2,01大同區,大同區長安西路282號,0,1,1,B01,1,51,3,8,50,14,09
107,03,14,14,47,2,01大同區,大同區長安西路282號,0,1,2,C03,2,39,2,8,50,14,09
107,03,22,22,50,2,01大同區,大同區民權西路125號,0,1,1,C03,1,18,2,7,50,14,09
107,03,22,22,50,2,01大同區,大同區民權西路125號,0,1,2,B03,1,21,3,7,50,14,09
107,04,16,16,09,2,01大同區,大同區延平北路3段與昌吉街口,0,2,1,B03,2,22,3,8,50,14,09
107,04,16,16,09,2,01大同區,大同區延平北路3段與昌吉街口,0,2,2,C03,1,18,2,8,50,14,09
107,04,16,16,09,2,01大同區,大同區延平北路3段與昌吉街口,0,2,3,C03,1,18,2,8,50,14,09
107,04,16,16,09,2,01大同區,大同區延平北路3段與昌吉街口,0,2,4,B01,1,58,3,8,50,14,09
107,03,21,15,42,2,01大同區,大同區承德路3段24巷與承德路3段口,0,2,1,C03,1,24,2,8,50,3,02
107,03,21,15,42,2,01大同區,大同區承德路3段24巷與承德路3段口,0,2,2,C03,2,22,2,8,50,3,02
107,03,21,17,43,2,01大同區,大同區鄭州路與塔城街口,0,1,1,B03,1,19,2,8,40,5,02
107,03,21,17,43,2,01大同區,大同區鄭州路與塔城街口,0,1,2,B03,1,47,3,8,40,5,02
107,03,27,13,45,2,01大同區,大同區民族西路230號,0,4,1,B03,1,34,3,8,50,14,09
107,03,27,13,45,2,01大同區,大同區民族西路230號,0,4,2,C02,1,37,2,8,50,14,09
107,03,27,13,45,2,01大同區,大同區民族西路230號,0,4,4,H02,2,30,2,8,50,14,09
107,03,27,13,45,2,01大同區,大同區民族西路230號,0,4,3,C03,1,41,2,8,50,14,09
107,03,27,13,45,2,01大同區,大同區民族西路230號,0,4,5,H02,1,34,2,8,50,14,09
107,04,03,16,10,2,01大同區,大同區保安街與保安街49巷口,0,1,1,C03,2,49,4,8,50,14,09
107,04,03,16,10,2,01大同區,大同區保安街與保安街49巷口,0,1,2,C03,1,23,2,8,50,14,09
107,04,07,18,55,2,01大同區,大同區長安西路101號與長安西路72巷口,0,2,1,C03,1,66,2,8,40,3,02
107,04,07,18,55,2,01大同區,大同區長安西路101號與長安西路72巷口,0,2,2,C03,2,22,2,8,40,3,02
107,03,25,00,01,2,01大同區,大同區南京西路與承德路2段口,0,1,2,C03,1,27,3,7,0,14,07
107,03,25,00,01,2,01大同區,大同區南京西路與承德路2段口,0,1,1,B03,1,24,4,7,0,14,07
107,03,25,00,01,2,01大同區,大同區南京西路與承德路2段口,0,1,3,H02,2,28,2,7,0,14,07
107,04,08,09,00,2,01大同區,大同區哈密街70巷與哈密街68巷口,0,1,1,C03,2,51,2,7,30,4,01
107,04,08,09,00,2,01大同區,大同區哈密街70巷與哈密街68巷口,0,1,2,C03,1,66,3,7,30,4,01
107,04,13,20,09,2,01大同區,大同區赤峰街47巷與赤峰街口,0,1,1,C03,1,59,2,7,30,4,01
107,04,13,20,09,2,01大同區,大同區赤峰街47巷與赤峰街口,0,1,2,B03,1,39,3,7,30,4,01
107,04,13,20,09,2,01大同區,大同區赤峰街47巷與赤峰街口,0,1,3,B12,1,45,3,7,30,4,01
107,04,14,14,50,2,01大同區,大同區承德路2段與民生西路口,0,1,1,C03,1,18,3,7,50,4,01
107,04,14,14,50,2,01大同區,大同區承德路2段與民生西路口,0,1,2,C03,1,72,2,7,50,4,01
107,04,18,18,55,2,01大同區,大同區承德路2段與萬全街口,0,1,1,B03,2,56,3,7,50,4,01
107,04,18,18,55,2,01大同區,大同區承德路2段與萬全街口,0,1,2,C04,1,55,2,7,50,4,01
107,04,19,21,28,2,01大同區,大同區承德路1段與華陰街口,0,1,1,B01,1,39,3,7,50,4,01
107,04,11,19,25,2,01大同區,大同區環河北路2段與酒泉街口,0,2,3,H02,2,52,2,8,50,3,01
107,04,14,11,00,2,01大同區,大同區延平北路2段與民權西路口,0,1,1,C03,1,65,2,6,40,4,01
107,04,14,11,00,2,01大同區,大同區延平北路2段與民權西路口,0,1,2,,3,0,,6,40,4,01
107,04,25,09,39,2,01大同區,大同區環河北路1段與忠孝西路1段口,0,1,1,B03,1,35,3,8,50,3,02
107,04,25,09,39,2,01大同區,大同區環河北路1段與忠孝西路1段口,0,1,2,C03,2,57,2,8,50,3,02
107,03,28,23,04,2,01大同區,大同區鄭州路與鄭州路29巷口,0,4,1,C03,2,32,2,7,40,3,02
107,03,28,23,04,2,01大同區,大同區鄭州路與鄭州路29巷口,0,4,2,C03,2,20,2,7,40,3,02
107,03,28,23,04,2,01大同區,大同區鄭州路與鄭州路29巷口,0,4,3,C03,2,24,2,7,40,3,02
107,03,28,23,04,2,01大同區,大同區鄭州路與鄭州路29巷口,0,4,4,H02,2,20,2,7,40,3,02
107,06,11,23,12,2,01大同區,大同區延平北路2段與民生西路口,0,1,1,B03,1,41,3,8,50,4,02
107,06,11,23,12,2,01大同區,大同區延平北路2段與民生西路口,0,1,2,C03,1,29,3,8,50,4,02
107,06,11,23,12,2,01大同區,大同區延平北路2段與民生西路口,0,1,3,H02,2,28,2,8,50,4,02
107,06,30,22,06,2,01大同區,大同區民族西路282巷19號,0,1,1,B01,1,66,3,8,40,14,09
107,06,30,22,06,2,01大同區,大同區民族西路282巷19號,0,1,2,C03,2,24,2,8,40,14,09
107,04,19,21,28,2,01大同區,大同區承德路1段與華陰街口,0,1,2,H01,2,29,2,7,50,4,01
107,05,02,23,00,2,01大同區,大同區承德路2段與南京西路口,0,1,1,B03,2,42,3,7,50,4,01
107,05,02,23,00,2,01大同區,大同區承德路2段與南京西路口,0,1,2,C03,2,32,2,7,50,4,01
107,03,15,13,10,2,01大同區,大同區重慶北路3段與酒泉街口,0,1,1,B03,1,54,3,8,50,14,18
107,03,15,13,10,2,01大同區,大同區重慶北路3段與酒泉街口,0,1,2,H01,2,62,2,8,50,14,18
107,03,16,14,43,2,01大同區,大同區承德路2段176號,0,1,1,B02,1,30,3,7,50,14,09
107,03,16,14,43,2,01大同區,大同區承德路2段176號,0,1,2,H01,2,35,2,7,50,14,09
107,04,23,07,06,2,01大同區,大同區酒泉街10巷與承德路3段225巷口,0,2,1,C03,1,54,2,8,40,3,01
107,04,23,07,06,2,01大同區,大同區酒泉街10巷與承德路3段225巷口,0,2,2,H01,2,58,2,8,40,3,01
107,04,30,18,12,2,01大同區,大同區鄭州路77號,0,1,1,C03,2,33,2,7,40,14,09
107,04,30,18,12,2,01大同區,大同區鄭州路77號,0,1,2,B11,1,35,3,7,40,14,09
107,03,05,08,48,2,01大同區,大同區承德路3段120號與承德路3段口,0,1,1,B12,1,47,3,8,50,4,02
107,03,05,08,48,2,01大同區,大同區承德路3段120號與承德路3段口,0,1,2,C03,1,28,2,8,50,4,02
107,03,18,14,33,2,01大同區,大同區民生西路407號,0,1,1,B03,1,37,3,8,50,14,09
107,03,18,14,33,2,01大同區,大同區民生西路407號,0,1,2,C03,1,20,2,8,50,14,09
107,04,07,00,00,2,01大同區,大同區伊寧街與伊寧街75巷口,0,3,1,C03,1,26,2,6,40,4,01
107,04,07,00,00,2,01大同區,大同區伊寧街與伊寧街75巷口,0,3,2,C03,1,20,3,6,40,4,01
107,04,07,00,00,2,01大同區,大同區伊寧街與伊寧街75巷口,0,3,3,H03,2,27,2,6,40,4,01
107,04,07,00,00,2,01大同區,大同區伊寧街與伊寧街75巷口,0,3,4,H03,1,20,2,6,40,4,01
107,04,08,11,13,2,01大同區,大同區民權西路與民權西路160巷口,0,1,2,C03,1,30,2,8,50,14,09
107,04,08,11,13,2,01大同區,大同區民權西路與民權西路160巷口,0,1,1,,4,0,4,8,50,14,09
107,04,08,18,22,2,01大同區,大同區鄭州路與西寧北路口,0,1,1,C03,2,52,2,8,40,4,01
107,04,08,18,22,2,01大同區,大同區鄭州路與西寧北路口,0,1,2,B03,1,28,3,8,40,4,01
107,03,23,19,20,2,01大同區,大同區敦煌路與環河北路2段口,0,2,1,B02,1,66,3,8,50,5,02
107,03,23,19,20,2,01大同區,大同區敦煌路與環河北路2段口,0,2,2,C03,1,62,2,8,50,5,02
107,03,23,19,20,2,01大同區,大同區敦煌路與環河北路2段口,0,2,3,H02,2,64,2,8,50,5,02
107,04,24,10,50,2,01大同區,大同區哈密街59巷43號,0,1,1,C03,2,37,2,6,0,14,09
107,04,24,10,50,2,01大同區,大同區哈密街59巷43號,0,1,2,B03,1,37,3,6,0,14,09
107,03,09,08,40,2,01大同區,大同區民生西路178巷與民生西路口,0,3,1,C04,1,71,2,8,50,3,02
107,03,09,08,40,2,01大同區,大同區民生西路178巷與民生西路口,0,3,2,C03,2,32,2,8,50,3,02
107,03,09,08,40,2,01大同區,大同區民生西路178巷與民生西路口,0,3,3,H02,2,54,2,8,50,3,02
107,03,12,21,48,2,01大同區,大同區大龍街與昌吉街口,0,1,1,C03,1,52,2,7,50,4,01
107,03,12,21,48,2,01大同區,大同區大龍街與昌吉街口,0,1,2,B03,1,37,3,7,50,4,01
107,03,15,10,40,2,01大同區,大同區承德路3段與承德路3段208巷口,0,1,1,C03,2,52,3,8,50,4,04
107,03,15,10,40,2,01大同區,大同區承德路3段與承德路3段208巷口,0,1,2,C03,1,18,2,8,50,4,04
107,03,15,10,40,2,01大同區,大同區承德路3段與承德路3段208巷口,0,1,3,H02,1,19,3,8,50,4,04
107,03,26,09,30,2,01大同區,大同區重慶北路3段383巷1號,0,1,1,B03,1,38,4,8,0,14,09
107,03,26,09,30,2,01大同區,大同區重慶北路3段383巷1號,0,1,2,H01,1,63,2,8,0,14,09
107,04,03,18,25,2,01大同區,大同區承德路3段與民權西路口,0,2,1,C03,2,24,2,7,50,4,01
107,04,03,18,25,2,01大同區,大同區承德路3段與民權西路口,0,2,2,C03,1,28,3,7,50,4,01
107,04,03,18,25,2,01大同區,大同區承德路3段與民權西路口,0,2,3,A04,1,45,3,7,50,4,01
107,04,03,18,25,2,01大同區,大同區承德路3段與民權西路口,0,2,4,H02,2,23,2,7,50,4,01
107,04,06,19,51,2,01大同區,大同區承德路2段與錦西街口,0,2,1,B01,1,67,4,7,0,14,07
107,04,06,19,51,2,01大同區,大同區承德路2段與錦西街口,0,2,3,H02,2,21,2,7,0,14,07
107,04,06,19,51,2,01大同區,大同區承德路2段與錦西街口,0,2,2,C03,1,22,2,7,0,14,07
107,04,13,13,35,2,01大同區,大同區承德路3段34號,0,1,1,B01,1,61,3,8,50,14,09
107,04,13,13,35,2,01大同區,大同區承德路3段34號,0,1,2,C03,1,44,2,8,50,14,09
107,04,14,09,00,2,01大同區,大同區大稻埕堤外便道,0,1,1,C03,1,44,3,7,40,14,09
107,04,14,09,00,2,01大同區,大同區大稻埕堤外便道,0,1,2,C03,1,28,2,7,40,14,09
107,03,18,02,45,2,01大同區,大同區南京西路與塔城街口,0,1,1,C03,1,36,2,8,50,3,02
107,03,18,02,45,2,01大同區,大同區南京西路與塔城街口,0,1,2,B01,1,61,3,8,50,3,02
107,03,31,17,00,2,01大同區,大同區延平北路2段與民權西路口,0,3,1,C03,1,38,2,8,40,4,01
107,03,31,17,00,2,01大同區,大同區延平北路2段與民權西路口,0,3,2,C03,1,48,2,8,40,4,01
107,03,31,17,00,2,01大同區,大同區延平北路2段與民權西路口,0,3,3,H02,2,44,2,8,40,4,01
107,04,05,21,20,2,01大同區,大同區延平北路4段231號,0,1,1,B03,2,44,3,8,50,14,09
107,04,05,21,20,2,01大同區,大同區延平北路4段231號,0,1,2,C03,1,35,3,8,50,14,09
107,04,05,21,20,2,01大同區,大同區延平北路4段231號,0,1,3,H02,2,41,2,8,50,14,09
107,04,05,21,20,2,01大同區,大同區延平北路4段231號,0,1,4,H02,2,6,3,8,50,14,09
107,05,02,18,08,2,01大同區,大同區承德路3段48號,0,1,1,C03,1,30,2,8,50,14,09
107,05,02,18,08,2,01大同區,大同區承德路3段48號,0,1,2,B03,1,44,3,8,50,14,09
107,04,11,19,25,2,01大同區,大同區環河北路2段與酒泉街口,0,2,1,C03,2,28,3,8,50,3,01
107,04,11,19,25,2,01大同區,大同區環河北路2段與酒泉街口,0,2,2,C03,1,51,2,8,50,3,01
107,04,16,00,24,2,01大同區,大同區民生西路與重慶北路2段口,0,1,1,B03,2,19,3,7,50,4,01
107,04,16,00,24,2,01大同區,大同區民生西路與重慶北路2段口,0,1,2,C03,1,21,2,7,50,4,01
107,03,13,14,20,2,01大同區,大同區西寧北路與西寧北路口中興醫院外,0,1,1,B03,1,23,3,8,50,3,01
107,03,13,14,20,2,01大同區,大同區西寧北路與西寧北路口中興醫院外,0,1,2,C03,1,28,2,8,50,3,01
107,03,20,14,00,2,01大同區,大同區太原路與華陰街口,0,2,3,H02,1,58,2,8,50,3,01
107,03,20,14,00,2,01大同區,大同區太原路與華陰街口,0,2,2,B12,1,34,3,8,50,3,01
107,03,20,14,00,2,01大同區,大同區太原路與華陰街口,0,2,1,B03,2,24,2,8,50,3,01
107,03,29,22,10,2,01大同區,大同區民權西路與延平北路3段口,0,3,1,C03,2,21,3,8,50,4,01
107,03,29,22,10,2,01大同區,大同區民權西路與延平北路3段口,0,3,2,C03,1,34,2,8,50,4,01
107,03,29,22,10,2,01大同區,大同區民權西路與延平北路3段口,0,3,3,C03,2,37,2,8,50,4,01
107,03,29,22,10,2,01大同區,大同區民權西路與延平北路3段口,0,3,4,H02,2,37,2,8,50,4,01
107,04,17,19,00,2,01大同區,大同區台北橋與台北橋口機車道往三重,0,3,1,C03,2,55,2,8,50,8,11
107,04,17,19,00,2,01大同區,大同區台北橋與台北橋口機車道往三重,0,3,2,C03,1,25,3,8,50,8,11
107,04,17,19,00,2,01大同區,大同區台北橋與台北橋口機車道往三重,0,3,3,C03,1,30,2,8,50,8,11
107,04,17,19,00,2,01大同區,大同區台北橋與台北橋口機車道往三重,0,3,4,C03,1,34,3,8,50,8,11
107,04,17,19,00,2,01大同區,大同區台北橋與台北橋口機車道往三重,0,3,5,C03,1,18,2,8,50,8,11
107,04,18,06,05,2,01大同區,大同區民權西路與蘭州街口,0,2,1,C04,1,89,2,8,50,4,01
107,04,18,06,05,2,01大同區,大同區民權西路與蘭州街口,0,2,2,C03,1,31,2,8,50,4,01
107,04,18,06,05,2,01大同區,大同區民權西路與蘭州街口,0,2,3,C03,1,39,4,8,50,4,01
107,04,18,06,05,2,01大同區,大同區民權西路與蘭州街口,0,2,4,C03,1,40,4,8,50,4,01
107,04,18,06,05,2,01大同區,大同區民權西路與蘭州街口,0,2,5,C03,3,0,,8,50,4,01
107,04,19,18,20,2,01大同區,大同區鄭州路109號,0,2,1,C03,1,24,2,8,40,14,09
107,04,19,18,20,2,01大同區,大同區鄭州路109號,0,2,2,C03,2,26,2,8,40,14,09
107,04,20,18,40,2,01大同區,大同區西寧北路與迪化街1段72弄口,0,1,1,B12,1,47,3,8,50,3,01
107,04,20,18,40,2,01大同區,大同區西寧北路與迪化街1段72弄口,0,1,2,C03,1,44,2,8,50,3,01
107,03,23,08,23,2,01大同區,大同區延平北路4段231巷,0,1,1,B03,1,51,3,8,50,14,09
107,03,23,08,23,2,01大同區,大同區延平北路4段231巷,0,1,2,C03,1,38,2,8,50,14,09
107,03,23,08,23,2,01大同區,大同區延平北路4段231巷,0,1,3,B01,1,46,4,8,50,14,09
107,03,26,20,53,2,01大同區,大同區承德路1段與華陰街口,0,2,1,C03,2,18,2,8,0,4,02
107,03,26,20,53,2,01大同區,大同區承德路1段與華陰街口,0,2,2,H01,2,23,2,8,0,4,02
107,04,17,20,15,2,01大同區,大同區南京西路與南京西路25巷口中山捷運站1號出口,0,1,2,C03,1,30,2,8,0,4,02
107,04,17,20,15,2,01大同區,大同區南京西路與南京西路25巷口中山捷運站1號出口,0,1,1,,4,0,4,8,0,4,02
107,04,28,09,38,2,01大同區,大同區承德路2段與平陽街口,0,1,1,C03,1,39,3,8,50,3,02
107,04,28,09,38,2,01大同區,大同區承德路2段與平陽街口,0,1,2,C03,2,40,2,8,50,3,02
