"sno","sna","tot","sbi","sarea","mday","lat","lng","ar","sareaen","snaen","aren","bemp","act"
"1135","莊敬公園","38","16","板橋區","20180719111837","25.020983","121.470821","萬板路/民生路二段","Banqiao Dist.","Zhuangjing Park","Wanban Rd./Sec. 2, Minsheng Rd.","22","1"
"1136","豐年國小","34","10","新莊區","20180719111816","25.031278","121.443230","瓊泰路161號對面人行道","Xinzhuang Dist.","Feng-Nian Elementary School","No.161, Qiongtai Rd. (opposite)","24","1"
"1137","新海長江路口","36","25","板橋區","20180719111827","25.02853","121.457367","長江路一段/新海路","Banqiao Dist.","Xinhai & Changjiang Intersection","Sec. 1, Changjiang Rd./Xinhai Rd.","11","1"
"1138","捷運新埔站(4號出口)","50","17","板橋區","20180719111832","25.023491","121.468559","民生路二段250號前人行道","Banqiao Dist.","MRT Xinpu Sta.(Exit.4)","No.250, Sec. 2, Minsheng Rd.","33","1"
"1139","板橋仁愛公園","34","13","板橋區","20180719111817","24.996430","121.459696","國慶路49巷23號對面","Banqiao Dist.","Banqiao Renai Park","Aly. 23, Ln. 49, Guoqing Rd. (opposite)","21","1"
"1140","泰山國小","32","14","泰山區","20180719111823","25.062345","121.431475","泰林路2段257號旁人行道","Taishan Dist.","Taishan Elementary School","No.257, Sec. 2, Tailin Rd.","18","1"
"1141","縣民民族路口","36","19","板橋區","20180719111822","25.010012","121.461097","縣民大道一段/民族路","Banqiao Dist.","Xianmin Blvd & Minzu Intersection","Sec. 1, Xianmin Blvd./Minzu Rd.","17","1"
"1142","光華東帝士","40","17","新莊區","20180719111825","25.010795","121.427836","民安西路370號至376號前","Xinzhuang Dist.","Guanghua dongdishi","No.376 to No.376, Min’an W. Rd.","22","1"
"1143","廣福公園","38","8","板橋區","20180719111818","24.991643","121.462872","廣權路/廣和街","Banqiao Dist.","Guangfu Park","Guangquan Rd./Guanghe St.","30","1"
"1144","板橋四維公園","54","9","板橋區","20180719111840","25.025464","121.462633","陽明街251號至259號對面人行道","Banqiao Dist.","Banqiao Siwei Park","No.251 to No.259, Yangming St. (opposite)","45","1"
"1145","捷運頂埔站(2號出口)","60","23","土城區","20180719111816","24.959276","121.419008","中央路四段74號至76號對面人行道","Tucheng Dist.","MRT Dingpu Sta.(Exit.2)","No.74 to No.76, Sec. 4, Zhongyang Rd. (opposite)","36","1"
"1146","龍門龍濱路口","36","16","三重區","20180719111844","25.073475","121.500977","龍濱路192號對面","Sanchong Dist.","Longmen & Longbin Intersection","No.192, Longbin Rd. (opposite)","20","1"
"1147","青潭國小","40","11","新店區","20180719111840","24.953101","121.551813","北宜路2段149號對面","Xindian Dist.","Qing-Tan Elementary School","No.149, Sec. 2, Beiyi Rd. (opposite)","28","1"
"1148","金城忠義路口","34","16","土城區","20180719111842","24.969399","121.440808","金城路一段/忠義路","Tucheng Dist.","Jincheng & Zhongyi Intersection","Sec. 1, Jincheng Rd./Zhongyi Rd.","17","1"
"1149","華德公園","38","8","板橋區","20180719111816","24.991683","121.453320","四川路二段245巷60號對面","Banqiao Dist.","Huade Park","No.60, Ln. 245, Sec. 2, Sichuan Rd.","30","1"
"1150","橋東里(忠孝東路)","40","22","汐止區","20180719111843","25.073682","121.666257","忠孝東路484號至488號前","Xizhi Dist.","Qiaodong Village (Zhongxiao E. Rd.)","No.484 to No.488, Zhongxiao E. Rd.","18","1"
"1151","中山國中","38","10","板橋區","20180719111832","25.018559","121.467509","文化路一段188巷56號","Banqiao Dist.","Zhong Shan Junior High School","No.56, Ln. 188, Sec. 1, Wenhua Rd.","27","1"
"1152","捷運土城站(2號出口)","52","22","土城區","20180719111838","24.972631","121.443563","金城路1段/和平路","Tucheng Dist.","MRT Tucheng Sta.(Exit 2)","Sec. 1, Jincheng Rd./Heping Rd.","30","1"
"1153","四川遠東路口","48","33","板橋區","20180719111821","24.998003","121.457355","遠東路5號前人行道(四川路側)","Banqiao Dist.","Sichuan & Yuandong Intersection","No.5, Yuandong Rd.","15","1"
"1154","員林社區公園","42","22","土城區","20180719111817","24.977883","121.443237","員林街12巷對面","Tucheng Dist.","Yuanlin Community Park","Ln. 12, Yuanlin St. (opposite)","20","1"
"1155","中正橋","30","10","永和區","20180719111821","25.017757","121.516809","環河東路一段/光復街","Yonghe Dist.","Zhongzheng Bridge","Sec. 1, Huanhe E. Rd./Guangfu St.","20","1"
"1156","北港國小","44","26","汐止區","20180719111842","25.089027","121.645946","汐萬路二段279號","Xizhi Dist.","Beigang Elementary School","No.279, Sec. 2, Xiwan Rd.","18","1"
"1157","捷運新店站","54","37","新店區","20180719111831","24.958605","121.538659","中興路一段34號前(高架橋下停車場)","Xindian Dist.","MRT Xindian Sta.","No.34, Sec. 1, Zhongxing Rd.","17","1"
"1158","錦和運動公園","36","22","中和區","20180719111838","24.992086","121.490671","錦和路163號","Zhonghe Dist.","Jinhe Sports Park","No.163, Jinhe Rd.","14","1"
"1159","新樹公園","32","10","新莊區","20180719111820","25.003383","121.433154","新樹路627號對面","Xinzhuang Dist.","Xinshu Park","No.627, Xinshu Rd. (opposite)","21","1"
"1160","中和環球購物中心","40","28","中和區","20180719111834","25.006367","121.474223","中山路三段130號","Zhonghe Dist.","Zhonghe Global Mall","No.130, Sec. 3, Zhongshan Rd.","10","1"
"1161","楓樹腳公園","36","19","泰山區","20180719111824","25.061938","121.434939","楓江路26巷26號前人行道","Taishan Dist.","Fengshujiao Park","No.26, Ln. 26, Fengjiang Rd.","17","1"
"1162","厚德公園","36","13","三重區","20180719111831","25.071988","121.491200","忠孝路一段37號","Sanchong Dist.","Houde Park","No.37, Sec. 1, Zhongxiao Rd.","23","1"
"1163","板橋信義公園","40","11","板橋區","20180719111821","24.996183","121.456476","四川路二段6號對面","Banqiao Dist.","Banqiao Xinyi Park","No.6, Sec. 2, Sichuan Rd. (opposite)","29","1"
"1164","國光里(國光路)","34","3","板橋區","20180719111839","25.017755","121.458308","國光路76號旁","Banqiao Dist.","Guoguang Village (Guoguang Rd.)","No.76, Guoguang Rd.","29","1"
"1165","民生長江路口","36","20","板橋區","20180719111840","25.030904","121.463596","民生路三段/長江路一段(64高架橋下方)","Banqiao Dist.","Minsheng & Changjiang Intersection","Sec. 3, Minsheng Rd./Sec. 1, Changjiang Rd.","16","1"
"1166","華福市民活動中心","36","20","中和區","20180719111830","24.995482","121.467525","民德路296號對面停車格位","Zhonghe Dist.","Huafu Civil Activity Center","No.296, Minde Rd. (opposite)","16","1"
"1167","浮洲合宜住宅(合安一路)","34","6","板橋區","20180719111816","24.999329","121.446343","合安一路/大觀路二段153巷","Banqiao Dist.","Fujhou Appropriate House ( He-an 1st. Road )","1st Rd./Ln. 153, Sec. 2, Daguan Rd.","28","1"
"1168","建福公園","38","15","新莊區","20180719111836","25.027694","121.426685","建福路/建福路49巷","Xinzhuang Dist.","Jianfu Park","Jianfu Rd./Ln. 49, Jianfu Rd.","23","1"
"1169","水河里活動中心","52","4","蘆洲區","20180719111844","25.093949","121.473913","民族路408巷/復興路323巷","Luzhou Dist.","Shuei He Village Activity Center","Ln. 408, Minzu Rd./Ln. 323, Fuxing Rd.","48","1"
"1170","金城延和路口","38","13","土城區","20180719111844","24.989155","121.470454","金城路三段/延和路(土城台電變電站)","Tucheng Dist.","Jincheng & Yanhe Intersection","Sec. 3, Jincheng Rd./Yanhe Rd.","25","1"
"1171","國光公園","36","11","板橋區","20180719111819","25.019828","121.453852","中正路325巷/中正路341巷","Banqiao Dist.","Guoguang Park","Ln. 325, Zhongzheng Rd./Ln. 341, Zhongzheng Rd.","25","1"
"1172","樹林火車站(後站)","52","0","樹林區","20180719111836","24.992553","121.424652","後站街6巷11號對面","Shulin Dist.","Shulin Railway Rear Station","No.11, Ln. 6, Houzhan St. (opposite)","52","1"
"1173","文林國小","32","4","樹林區","20180719111825","24.997856","121.426360","千歲街59號","Shulin Dist.","Wenlin Elementary School","No.59, Qiansui St.","28","1"
"1174","土城綜合體育場","44","16","土城區","20180719111833","24.983671","121.454211","裕民路195巷旁","Tucheng Dist.","Tucheng Sports Field","Ln. 195, Yumin Rd.","28","1"
"1175","板橋福德公園","32","10","板橋區","20180719111833","25.011498","121.467415","新站路1號對面","Banqiao Dist.","Banqiao Fude Park","No.1, Xinzhan Rd. (opposite)","22","1"
"1176","光華公園","32","25","樹林區","20180719111822","25.005412","121.413157","保安街2段259號對面","Shulin Dist.","Guanghua Park","No.259, Sec. 2, Bao’an St. (opposite)","7","1"
"1177","樹林大安活動中心","36","13","樹林區","20180719111834","24.986391","121.414770","備前街/復興路372巷口","Shulin Dist.","Shulin Da'an Activity Center","Beiqian St./Ln. 372, Fuxing Rd.","23","1"
"1178","三民中山一路口","36","24","蘆洲區","20180719111840","25.082229","121.476004","三民路8號前","Luzhou Dist.","Sanmin & Zhongshan 1st Rd. Intersection","No.8, Sanmin Rd.","12","1"
"1179","義學國小","34","14","泰山區","20180719111844","25.051762","121.431669","民生路33號對面人行道","Taishan Dist.","Yixue Elementary School","No.33, Minsheng Rd. (opposite)","20","1"
"1180","自然公園","34","7","三重區","20180719111843","25.089840","121.487987","如意街/集賢路口","Sanchong Dist.","Natural Park","Ruyi St./Jixian Rd.","27","1"
"1181","板林溪北路口","46","21","板橋區","20180719111816","24.990555","121.426350","板林路/溪北路","Banqiao Dist.","Banlin & Xibei Intersection","Banlin Rd./Xibei Rd.","24","1"
"1182","新北市藝文中心","40","12","板橋區","20180719111829","25.026542","121.472279","莊敬路/文化路2段182巷","Banqiao Dist.","New Taipei City Art Center","Zhuangjing Rd./Ln. 182, Sec. 2, Wenhua Rd.","28","1"
"1183","大安中央路口","32","13","土城區","20180719111827","24.965619","121.432610","大安路/中央路三段","Tucheng Dist.","Da'an & Zhongyang Intersection","Da’an Rd./Sec. 3, Zhongyang Rd.","19","1"
"1184","中和地政事務所","28","10","中和區","20180719111830","24.990393","121.502397","復興路280號","Zhonghe Dist.","Zhonghe Land Office","No.280, Fuxing Rd.","18","1"
"1185","華夏科技大學","42","7","中和區","20180719111836","24.980672","121.507652","工專路111號","Zhonghe Dist.","Hwa Hsia University of Technology","No.111, Gongzhuan Rd.","35","1"
"1186","同興公園","34","19","泰山區","20180719111823","25.055188","121.432128","仁義路15號對面","Taishan Dist.","Tongxing Park","No.15, Renyi Rd. (opposite)","15","1"
"1187","新五泰國民運動中心","30","17","泰山區","20180719111837","25.055865","121.434262","全興路214號對面","Taishan Dist.","Xinwutai  Civil Sports Center","No.214, Quanxing Rd. (opposite)","13","1"
"1188","溪洲公園停車場","34","10","板橋區","20180719111841","24.986723","121.426820","溪崑二街145號","Banqiao Dist.","Xizhou Park","No.145, Xikun 2nd St.","23","1"
"1189","崑崙公園","38","10","板橋區","20180719111816","24.993406","121.429636","大觀路三段212巷70號對面","Banqiao Dist.","Kunlun Park","No.70, Aly. 212, Sec. 3, Daguan Rd. (opposite)","28","1"
"1190","捷運海山站(3號出口)","40","9","土城區","20180719111837","24.986923","121.449335","海山路46號對面機車格位","Tucheng Dist.","MRT Haishan Sta.(Exit 3)","No.46, Haishan Rd. (opposite)","31","1"
"1191","興化公園","38","11","新莊區","20180719111819","25.065234","121.461115","五工二路/五工三路50巷","Xinzhuang Dist.","Xinhua Park","Wugong 2nd Rd./Ln. 50, Wugong 3rd Rd.","27","1"
"1192","潤泰社區","36","13","板橋區","20180719111819","25.017953","121.479375","三民路二段35巷口","Banqiao Dist.","Runtai Community","Ln. 35, Sec. 2, Sanmin Rd.","22","1"
"1193","西盛館","30","12","新莊區","20180719111823","25.011905","121.432713","新樹路499號前人行道(西盛館)","Xinzhuang Dist.","Xi Sheng Guan","No.499, Xinshu Rd.","18","1"
"1194","秀朗成功路口","40","25","中和區","20180719111815","24.995821","121.526550","秀朗路三段 / 成功路二段","Zhonghe Dist.","Xiulang & Chenggong Intersection","Sec. 3, Xiulang Rd./Sec. 2, Chenggong Rd.","15","1"
"1195","板橋國中","54","3","板橋區","20180719111824","25.024903","121.454310","中正路441號前人行道","Banqiao Dist.","Banqiao Junior High School","No.441, Zhongzheng Rd.","51","1"
"1196","永豐公園活動中心","32","5","板橋區","20180719111819","25.021127","121.476853","永豐街221號","Banqiao Dist.","Yongfeng  Park Activity Center","No.221, Yongfeng St.","27","1"
"1197","義仁市民活動中心","36","3","泰山區","20180719111825","25.050479","121.427667","明志路二段177號","Taishan Dist.","Yiren civil activity center","No.177, Sec. 2, Mingzhi Rd.","33","1"
"1198","鶯歌國中","34","25","鶯歌區","20180719111842","24.951734","121.342963","建國路420號對面人行道","Yingge Dist.","Yingge Junior High School","No.420, Jianguo Rd.(opposite)","9","1"
"1199","捷運迴龍站(3號出口)","60","4","新莊區","20180719111830","25.022760","121.413053","中正路/中正路746巷","Xinzhuang Dist.","MRT Huilong Sta.(Exit 3)","Zhongzheng Rd./Ln. 746, Zhongzheng Rd.","56","1"
"1200","捷運先嗇宮站(2號出口)","50","14","三重區","20180719111821","25.046068","121.470987","重新路五段515號","Sanchong Dist.","MRT Xianse Temple Sta.(Exit.2)","No.515, Sec. 5, Chongxin Rd.","36","1"
"1201","鶯歌火車站(仁愛路)","58","24","鶯歌區","20180719111834","24.955591","121.354376","仁愛路55號對側人行道","Yingge Dist.","Yingge Railway Station(Ren’ai  Rd.)","No.55, Ren’ai Rd., Yingge Dist.(opposite)","34","1"
"1202","建國育英路口","50","0","鶯歌區","20180711121138","24.952761","121.347193","鶯歌區建國路/育英街口機車停車場內","Yingge Dist.","Chienkuo & Yuying Intersection","Jianguo Rd./Yuying St.","0","0"
"1203","鶯歌陶瓷老街","44","22","鶯歌區","20180719111831","24.952226","121.351035","鶯歌區尖山埔路/國慶街(停車場內)","Yingge Dist.","Yingge ceramics old street","Jianshanpu Rd./Guoqing St.","18","1"
"1204","立泰里(中環路二段)","40","5","新莊區","20180719111820","25.045676","121.442133","新莊區中環路二段423號(對面橋下)","Xinzhuang Dist.","Litai Village(Zhonghuan Rd. Sec. 2)","No.423, Sec. 2, Zhonghuan Rd.(opposite)","35","1"
"1205","竹圍公園","28","6","淡水區","20180719111817","25.138234","121.463395","淡水區民生路108號旁公園通道(竹圍公園)","Tamsui Dist.","Chuwei Park","No.108, Minsheng Rd.","21","1"
"1206","新北市立鶯歌陶瓷博物館","40","10","鶯歌區","20180719111828","24.949549","121.352832","鶯歌區文化路407號","Yingge Dist.","New Taipei City Yingge Ceramics  Museum","No.407, Wenhua Rd.","30","1"
"1207","浮洲合宜住宅(樂群路)","46","7","板橋區","20180719111832","24.9969909","121.4465092","板橋區合宜路/樂群路口","Banqiao Dist.","Fuzhou Apartment(Lequn Rd.)","Heyi Rd./Lequn Rd.","39","1"
"1208","尖山公園","44","9","鶯歌區","20180719111830","24.948220","121.345767","鶯歌區尖山路161號對面","Yingge Dist.","Jianshan Park","No.161, Jianshan Rd.(opposite)","35","1"
"1209","崇德橋東活動中心","26","12","汐止區","20180719111816","25.070512","121.667002","茄苳路84號(崇德橋東里民活動中心前)","Xizhi Dist.","Chungde-Ciaodong Activity Center","No.84, Jiadong Rd.","14","1"
"1210","樹林區衛生所","38","15","樹林區","20180719111828","24.983768","121.415032","新北市樹林區中山路二段80-1號對面機車停車格","Shulin Dist.","Shulin District Public Health Center","No.80-1, Sec. 2, Zhongshan Rd.(opposite)","23","1"
"1211","溪墘公園","36","17","蘆洲區","20180719111832","25.079969","121.476205","信義路73巷2號對面公園人行道","Luzhou Dist.","Si Cian Park","No.2, Ln. 73, Xinyi Rd.(oppsite)","19","1"
"1212","育德國小","34","4","樹林區","20180719111822","24.970656","121.392602","育德街13號對面人行道","Shulin Dist.","Yude Elementary School","No.13, Yude St.(oppsite)","30","1"
"1213","彭福國小","40","22","樹林區","20180719111840","24.980335","121.423104","國凱街130號對面","Shulin Dist.","Pengfu Elementary School","No.130, Guokai St.(oppsite)","17","1"
"1214","民享藝文特區","36","11","中和區","20180719111820","25.003435","121.475345","民治街120號對面人行道","Zhonghe Dist.","Minxiang Art Zone","No.120, Minzhi St.(oppsite)","23","1"
"1215","億光電子(樹林高中)","40","28","樹林區","20180719111820","24.983567","121.423601","中華路 / 樹中二街口(學校側門對面人行道)","Shulin Dist.","Everlight Electronics Co.,Ltd (Shulin Senior High School)","Zhonghua Rd./Shuzhong 2nd St.(oppsite)","12","1"
"1216","捷運永寧站(2號出口)","44","24","土城區","20180719111826","24.965783","121.436227","承天路11號對面","Tucheng Dist.","MRT Yungning Sta.(EXIT 2)","No.11, Chengtian Rd.(oppsite)","19","1"
"1217","竿蓁市民活動中心","48","12","淡水區","20180719111821","25.165090","121.450831","中正東路一段3巷2號對面路側(亞太飯店旁)","Tamsui Dist.","Ganzhen Civil Activity Center","No.2, Ln. 3, Sec. 1, Zhongzheng E. Rd.(oppsite)","36","1"
"1218","長壽親子公園","38","13","樹林區","20180719111827","24.991853","121.421371","樹德街35號對面(公園內縮空間)","Shulin Dist.","Changshou Parent-child Park","No.35, Shude St.(oppsite)","24","1"
"1219","新市國小","36","11","淡水區","20180719111829","25.185313","121.444332","中山北路二段189巷2號對面人行道(新市國小)","Tamsui Dist.","Xinshi Elementary School","No.2, Ln. 189, Sec. 2, Zhongshan N. Rd.(oppsite)","23","1"
"1220","新北市立圖書館鶯歌分館","36","17","鶯歌區","20180719111835","24.957195","121.349704","中山路150號(圖書館內停車場)","Yingge Dist.","New Taipei City Library Yingge Branch","No.150, Zhongshan Rd.","19","1"
"1221","德音國小","36","7","五股區","20180719111844","25.071515","121.435670","明德路2號(德音國小成泰路路側人行道)","Wugu Dist.","De-Yin Elementary School","No.2, Mingde Rd.(oppsite)","29","1"
"1222","中山北新春街口","40","25","淡水區","20180719111823","25.180345","121.444742","中山北路一段/新春街(東南側)(公園籃球場前人行道)","Tamsui Dist.","Zhongshan North & Xinchun Intersection","Sec. 1, Zhongshan N. Rd./Xinchun St.","14","1"
"1223","正德國中","40","35","淡水區","20180719111836","25.178512","121.447874","北新路116號對面人行道(正德國中)","Tamsui Dist.","Zhengde Junior High School","No.116, Beixin Rd.(oppsite)","5","1"
"1224","金城立體停車場","42","16","土城區","20180719111844","24.984102","121.458595","金城路2段266號","Tucheng Dist.","Jincheng Parking Lot","No.266, Sec. 2, Jincheng Rd.","26","1"
"1225","先嗇宮","40","10","三重區","20180719111824","25.051190","121.476007","五谷王北街77號(後方停車場旁人行道)","Sanchong Dist.","Xianse Temple","No.77, Wuguwang N. St.","29","1"
"1226","板橋第一運動場","40","11","板橋區","20180719111822","25.009061","121.468352","板橋區海山路23號對面","Banqiao Dist.","Banqiao First Stadium","No.23, Haishan Rd.(oppsite)","29","1"
"1227","光興國小","36","11","三重區","20180719111816","25.060339","121.500103","光興街/文化南路口(西南側)(光興街路側)","Sanchong Dist.","Guangxing Elementary School","Guangxing St./Wenhua S. Rd.","25","1"
"1228","安和市民活動中心","38","14","新店區","20180719111839","24.975317","121.515687","安興路67號對面空地 (高架橋下)","Xindian Dist.","Anhe Activity Center","No.67, Anxing Rd.(oppsite)","24","1"
"1229","景安板南路口","30","12","中和區","20180719111836","24.992249","121.504443","景安路與板南路口(西南側三角公園)","Zhonghe Dist.","Jing’an / Bannan Intersection","Jing’an Rd./Bannan Rd.","18","1"
"1230","新月橋","50","5","新莊區","20180719111832","25.032300","121.450011","瓊林路1號旁(碧江公園旁)","Xinzhuang Dist.","Crescent Bridge","No.1, Qionglin Rd.","45","1"
"1231","修德國小","42","14","三重區","20180719111817","25.065295","121.490450","民生街74號對面人行道","Sanchong Dist.","Sioude Elementary School","No.74, Minsheng St.(oppsite)","28","1"
"1232","福祥里(中和溝)","38","19","中和區","20180719111830","25.005933","121.499565","福祥路90巷7弄1號對側空間","Zhonghe Dist.","Fuxiang Village (Zhonghe Ditch)","No.1, Aly. 7, Ln. 90, Fuxiang Rd.(oppsite)","19","1"
"1233","濱海義山路口","40","19","淡水區","20180719111843","25.189448","121.438708","濱海路一段125~219號前人行道","Tamsui Dist.","Binhai & Yishan Intersection","No.125 ~ No.219, Sec. 1, Binhai Rd.","21","1"
"1234","鴨母港抽水站","40","18","蘆洲區","20180719111840","25.082935","121.456728","永安南路二段334號(對面人行道)","Luzhou Dist.","Yamugang Pumping Station","No.334, Sec. 2, Yong’an S. Rd.","21","1"
"1235","捷運淡水站","106","32","淡水區","20180719111842","25.168826","121.444183","公明街73巷6號前(淡水老街廣場)","Tamsui Dist.","MRT Tamsui Station","No.6, Ln. 73, Gongming St.","73","1"
"1236","安成安德街口","36","17","新店區","20180719111843","24.961147","121.509988","安成街26號至36號對面","Xindian Dist.","Ancheng & Ande Intersection","No.26 ~ No.36, Ancheng St.(oppsite)","19","1"
"1237","淡水國民運動中心","46","26","淡水區","20180719111835","25.186496","121.443261","中山北路2段381巷2號","Tamsui Dist.","Tamsui Sports Center","No.2, Ln. 381, Sec. 2, Zhongshan N. Rd.","19","1"
"1238","捷運竹圍站","46","19","淡水區","20180719111837","25.137658","121.460112","民權路105號-115號前人行道","Tamsui Dist.","MRT Zhuwei Station","No.105 ~ No.115, Minquan Rd.","27","1"
"1239","龍門公園","38","8","三重區","20180719111817","25.074815","121.498484","公園街/仁福街 (龍門公園人行道上)","Sanchong Dist.","Longmen Park","Gongyuan St. / Renfu St.","30","1"
"1240","濱海中山北路口","34","18","淡水區","20180719111843","25.188887","121.443505","濱海中山北路口西南側人行道(家樂福廣場前人行道)","Tamsui Dist.","Binhai & Chungshan North Intersection","Binhai Rd. / Sec. 2, Zhongshan N. Rd.","15","1"
"1241","永安圖書館","36","28","蘆洲區","20180719111817","25.078599","121.462228","永安南路二段150號(對側人行道)","Luzhou Dist.","Yong-an Library","No.150, Sec. 2, Yong’an S. Rd.","8","1"
"1242","西盛廣場","34","4","新莊區","20180719111816","25.000894","121.431485","樹新路251號對面(西盛廣場人行道)","Xinzhuang Dist.","XiSheng Square","No.251, Shuxin Rd.(oppsite)","30","1"
"1243","三峽區公所(三峽老街)","42","27","三峽區","20180719111841","24.934187","121.369158","中山路17號(公所旁徒步區)","Sanxia Dist.","Sanxia District Office(Sanxia Old Street)","No.17, Zhongshan Rd.","15","1"
"1244","仁愛文化二路口","50","25","林口區","20180719111826","25.077118","121.374258","仁愛路二段559號前方人行道","Linkou Dist.","Ren-ai & Wenhua 2nd Rd. Intersection","No.559, Sec. 2, Ren’ai Rd.","25","1"
"1245","崑崙活力廣場","42","11","板橋區","20180719111830","24.993901","121.432880","大觀路三段133巷3號對面廣場","Banqiao Dist.","Kunlun Square","No.3, Ln. 133, Sec. 3, Daguan Rd.(oppsite)","30","1"
"1246","永盛公園","38","7","三重區","20180719111833","25.076133","121.484304","車路頭街139巷135號(對面人行道)","Sanchong Dist.","YongSheng Park","No.135, Ln. 139, Chelutou St.(oppsite)","31","1"
"1247","鷺江廣場","32","24","蘆洲區","20180719111834","25.085621","121.477694","信義路319巷22號(旁邊機車格前)","Luzhou Dist.","Lu Jiang square","No.22, Ln. 319, Xinyi Rd.(side)","7","1"
"1248","六張公園","36","11","三重區","20180719111825","25.069661","121.494048","安慶街149巷21號 (對面六張公園人行道)","Sanchong Dist.","Liuzhang Park","No.21, Ln. 149, Anqing St.(oppsite)","25","1"
"1249","中山佳林路口","36","23","林口區","20180719111815","25.079592","121.385587","中山路250-1號前方機車停車格","Linkou Dist.","Chungshan & Chalin Intersection","No.250-1, Zhongshan Rd.","13","1"
"1250","國立臺北大學(三峽校區)","58","25","三峽區","20180719111823","24.945553","121.373260","學勤路大學路口(面校門右側人行道)","Sanxia Dist.","National Taipei University(Sanxia Campus)","Xueqin Rd. / Daxue Rd. intersection","32","1"
"1251","林口區公所","34","11","林口區","20180719111820","25.076742","121.388181","仁愛路一段378號(林口區公所旁機車停車格)","Linkou Dist.","Linkou District Office","No.378, Sec. 1, Ren’ai Rd.","22","1"
"1252","新麗園社區","42","19","林口區","20180719111839","25.070428","121.376882","麗園一街/麗園一街11巷(對面人行道)","Linkou Dist.","Xinliyuan Community","Liyuan 1st St. / Ln. 11, Liyuan 1st St. intersection","22","1"
"1253","中正富國路口","42","16","新莊區","20180719111835","25.025940","121.417694","中正路879之16號門口(中國信託前的公車站旁)","Xinzhuang Dist.","Zhongzheng & Fuguo Intersection","No.879-16, Zhongzheng Rd.","26","1"
"1254","大同國小","36","3","樹林區","20180719111834","24.981146","121.416844","東榮街91巷(市場旁人行道)","Shulin Dist.","Datong Elementary School","Ln. 91, Dongrong St.(Side)","33","1"
"1255","新北市立圖書館五股成功分館","42","5","五股區","20180719111827","25.094784","121.446741","西雲路165號圖書館旁空地","Wugu Dist.","New Taipei City Library Wugu-Chenggong Branch","No.165, Xiyun Rd.","37","1"
"1256","民德立體停車場","32","23","中和區","20180719111816","24.999098","121.468345","中和區民德路188 號(立體停車場前方人行空間)","Zhonghe Dist.","Minde Parking Lot","No.188, Minde Rd.","9","1"
"1257","麗林公有市場","34","13","林口區","20180719111828","25.069123","121.367761","公園路59號(頂好超市側門)","Linkou Dist.","LiLin Market","No.59, Gongyuan Rd.","21","1"
"1258","南樹林火車站","34","22","樹林區","20180719111843","24.980236","121.408605","中山路二段東興路口(火車站右側人行道)","Shulin Dist.","Shulin South Station","Sec. 2, Zhongshan Rd. / Dongxing St. intersection","12","1"
"1259","新北市立鶯歌高級工商職業學校","40","38","鶯歌區","20180719111817","24.939095","121.334639","中正三路235~237號(對面人行道)","Yingge Dist.","New Taipei Municipal Yinggle Vocational High School","No.235-237, Zhongzheng 3rd Rd.(oppsite)","2","1"
"1260","行政院新莊聯合辦公大樓","44","26","新莊區","20180719111831","25.055969","121.444423","中平路/榮華路2段","Xinzhuang Dist.","Xinzhuang Joint Office Tower, Executive Yuan","Zhongping Rd./ Sec. 2, Ronghua Rd. intersection","18","1"
"1261","柑園五里聯合活動中心","40","8","樹林區","20180719111834","24.950576","121.386183","佳園路三段128號(活動中心左側人行道)","Shulin Dist.","5 Villages in Ganyuan Joint Activity Center","No.128, Sec. 3, Jiayuan Rd.","32","1"
"1262","中和自強公園","38","14","中和區","20180719111642","24.999132","121.472513","莒光路181號對側公園人行道旁","Zhonghe Dist.","Zhonghe Ziqiang Park","No.181, Juguang Rd.(oppsite)","22","1"
"1263","富貴森林公園","36","9","林口區","20180719111843","25.083156","121.378464","中山路/富貴路口(富貴路人行道上)","Linkou Dist.","Fugui Park","Zhongshan Rd. / Fugui Rd. intersection","27","1"
"1264","林口自強公園","36","8","林口區","20180719111833","25.078126","121.397208","自強三街3號旁人行道","Linkou Dist.","Linkou Ziqiang Park","No.3, Ziqiang 3rd St.","27","1"
"1265","永昌里兒一公園","36","7","鶯歌區","20180719111841","24.956661","121.339645","鶯桃路182巷96弄36-38號對側","Yingge Dist.","Yongchang Village Children Park (No.1)","No.36-38, Aly. 96, Ln. 182, Yingtao Rd.(oppsite)","29","1"
"1266","捷運林口站(1號出口)","60","50","林口區","20180719111844","25.065970","121.361962","文化三路/八德路口 (1號出口旁)","Linkou Dist.","MRT Linkou Sta. (Exit 1)","Sec. 2, Wenhua 3rd Rd. / Bade Rd. intersection","10","1"
"1267","南興公園","34","17","汐止區","20180719111842","25.059779","121.652549","南興路62號旁(南興公園內)","Xizhi Dist.","Nanxing Park","No.62, Nanxing Rd.","17","1"
"1268","立言公園","34","16","林口區","20180719111844","25.073427","121.362340","忠孝一路/民族路61巷交叉口","Linkou Dist.","Liyan Park","Zhongxiao 1st Rd. / Ln. 61, Minzu Rd. intersection","17","1"
"1269","溪北公園","36","16","板橋區","20180719111838","24.990060","121.432281","篤行路二段131巷35號(對面人行道)","Banqiao Dist.","Xibei Park","No.35, Ln. 131, Sec. 2, Duxing Rd.","20","1"
"1270","頂新祖田市民活動中心","34","6","土城區","20180719111839","24.952762","121.411701","中央路四段285號","Tucheng Dist.","Dingxin-Zutian Civic Activity Center","No.285, Sec. 4, Zhongyang Rd.","28","1"
